INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2014-04-02T06:00:00-00:00,2014-04-02T07:00:00-00:00,7,2014-04-01,24,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22895.62,7DA,1
2014-04-01T20:00:00-00:00,2014-04-01T21:00:00-00:00,7,2014-04-01,14,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26271.51,7DA,1
2014-04-01T18:00:00-00:00,2014-04-01T19:00:00-00:00,7,2014-04-01,12,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26456.21,7DA,1
2014-04-01T11:00:00-00:00,2014-04-01T12:00:00-00:00,7,2014-04-01,5,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20109.98,7DA,1
2014-04-01T14:00:00-00:00,2014-04-01T15:00:00-00:00,7,2014-04-01,8,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25200.34,7DA,1
2014-04-01T07:00:00-00:00,2014-04-01T08:00:00-00:00,7,2014-04-01,1,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21228.17,7DA,1
2014-04-01T17:00:00-00:00,2014-04-01T18:00:00-00:00,7,2014-04-01,11,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26442.22,7DA,1
2014-04-01T19:00:00-00:00,2014-04-01T20:00:00-00:00,7,2014-04-01,13,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26295.74,7DA,1
2014-04-01T12:00:00-00:00,2014-04-01T13:00:00-00:00,7,2014-04-01,6,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21364.2,7DA,1
2014-04-02T04:00:00-00:00,2014-04-02T05:00:00-00:00,7,2014-04-01,22,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27177.15,7DA,1
2014-04-01T09:00:00-00:00,2014-04-01T10:00:00-00:00,7,2014-04-01,3,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,19852.99,7DA,1
2014-04-01T15:00:00-00:00,2014-04-01T16:00:00-00:00,7,2014-04-01,9,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25835.24,7DA,1
2014-04-02T05:00:00-00:00,2014-04-02T06:00:00-00:00,7,2014-04-01,23,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25030.95,7DA,1
2014-04-02T02:00:00-00:00,2014-04-02T03:00:00-00:00,7,2014-04-01,20,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27618.17,7DA,1
2014-04-02T03:00:00-00:00,2014-04-02T04:00:00-00:00,7,2014-04-01,21,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,28485.74,7DA,1
2014-04-01T16:00:00-00:00,2014-04-01T17:00:00-00:00,7,2014-04-01,10,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26170.4,7DA,1
2014-04-02T00:00:00-00:00,2014-04-02T01:00:00-00:00,7,2014-04-01,18,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25908.79,7DA,1
2014-04-01T23:00:00-00:00,2014-04-02T00:00:00-00:00,7,2014-04-01,17,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25944.22,7DA,1
2014-04-01T13:00:00-00:00,2014-04-01T14:00:00-00:00,7,2014-04-01,7,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,23799.47,7DA,1
2014-04-01T22:00:00-00:00,2014-04-01T23:00:00-00:00,7,2014-04-01,16,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25988.82,7DA,1
2014-04-01T08:00:00-00:00,2014-04-01T09:00:00-00:00,7,2014-04-01,2,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20368.79,7DA,1
2014-04-02T01:00:00-00:00,2014-04-02T02:00:00-00:00,7,2014-04-01,19,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25990.94,7DA,1
2014-04-01T21:00:00-00:00,2014-04-01T22:00:00-00:00,7,2014-04-01,15,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26152.91,7DA,1
2014-04-01T10:00:00-00:00,2014-04-01T11:00:00-00:00,7,2014-04-01,4,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,19708.39,7DA,1
2014-04-01T22:00:00-00:00,2014-04-01T23:00:00-00:00,7,2014-04-01,16,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11522.43,7DA,2
2014-04-01T19:00:00-00:00,2014-04-01T20:00:00-00:00,7,2014-04-01,13,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11748.95,7DA,2
2014-04-01T09:00:00-00:00,2014-04-01T10:00:00-00:00,7,2014-04-01,3,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,9109.11,7DA,2
2014-04-02T01:00:00-00:00,2014-04-02T02:00:00-00:00,7,2014-04-01,19,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11807.81,7DA,2
2014-04-02T00:00:00-00:00,2014-04-02T01:00:00-00:00,7,2014-04-01,18,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11663.52,7DA,2
2014-04-01T18:00:00-00:00,2014-04-01T19:00:00-00:00,7,2014-04-01,12,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11922.36,7DA,2
2014-04-01T17:00:00-00:00,2014-04-01T18:00:00-00:00,7,2014-04-01,11,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,12011.24,7DA,2
2014-04-01T16:00:00-00:00,2014-04-01T17:00:00-00:00,7,2014-04-01,10,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,12009.43,7DA,2
