INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2012-03-01T20:00:00-00:00,2012-03-01T21:00:00-00:00,7,2012-03-01,13,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26494.9,7DA,1
2012-03-02T02:00:00-00:00,2012-03-02T03:00:00-00:00,7,2012-03-01,19,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,29271.29,7DA,1
2012-03-02T06:00:00-00:00,2012-03-02T07:00:00-00:00,7,2012-03-01,23,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,24659.22,7DA,1
2012-03-01T13:00:00-00:00,2012-03-01T14:00:00-00:00,7,2012-03-01,6,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22286.39,7DA,1
2012-03-02T03:00:00-00:00,2012-03-02T04:00:00-00:00,7,2012-03-01,20,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,29291.87,7DA,1
2012-03-02T07:00:00-00:00,2012-03-02T08:00:00-00:00,7,2012-03-01,24,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22485.08,7DA,1
2012-03-01T16:00:00-00:00,2012-03-01T17:00:00-00:00,7,2012-03-01,9,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26721.52,7DA,1
2012-03-02T01:00:00-00:00,2012-03-02T02:00:00-00:00,7,2012-03-01,18,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26792.5,7DA,1
2012-03-02T04:00:00-00:00,2012-03-02T05:00:00-00:00,7,2012-03-01,21,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,28444.95,7DA,1
2012-03-01T11:00:00-00:00,2012-03-01T12:00:00-00:00,7,2012-03-01,4,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,19892.51,7DA,1
2012-03-01T14:00:00-00:00,2012-03-01T15:00:00-00:00,7,2012-03-01,7,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,24794.33,7DA,1
2012-03-01T22:00:00-00:00,2012-03-01T23:00:00-00:00,7,2012-03-01,15,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26062.21,7DA,1
2012-03-01T08:00:00-00:00,2012-03-01T09:00:00-00:00,7,2012-03-01,1,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21126.55,7DA,1
2012-03-01T09:00:00-00:00,2012-03-01T10:00:00-00:00,7,2012-03-01,2,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20331.99,7DA,1
2012-03-01T12:00:00-00:00,2012-03-01T13:00:00-00:00,7,2012-03-01,5,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20484.02,7DA,1
2012-03-01T15:00:00-00:00,2012-03-01T16:00:00-00:00,7,2012-03-01,8,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26312.21,7DA,1
2012-03-01T18:00:00-00:00,2012-03-01T19:00:00-00:00,7,2012-03-01,11,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27001.81,7DA,1
2012-03-01T19:00:00-00:00,2012-03-01T20:00:00-00:00,7,2012-03-01,12,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26845.6,7DA,1
2012-03-02T00:00:00-00:00,2012-03-02T01:00:00-00:00,7,2012-03-01,17,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25744.38,7DA,1
2012-03-02T05:00:00-00:00,2012-03-02T06:00:00-00:00,7,2012-03-01,22,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26942.57,7DA,1
2012-03-01T10:00:00-00:00,2012-03-01T11:00:00-00:00,7,2012-03-01,3,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,19944.56,7DA,1
2012-03-01T17:00:00-00:00,2012-03-01T18:00:00-00:00,7,2012-03-01,10,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26893.06,7DA,1
2012-03-01T21:00:00-00:00,2012-03-01T22:00:00-00:00,7,2012-03-01,14,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26367.95,7DA,1
2012-03-01T23:00:00-00:00,2012-03-02T00:00:00-00:00,7,2012-03-01,16,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25777.59,7DA,1
2012-03-01T12:00:00-00:00,2012-03-01T13:00:00-00:00,7,2012-03-01,5,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,9547.01,7DA,2
2012-03-01T14:00:00-00:00,2012-03-01T15:00:00-00:00,7,2012-03-01,7,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,11535.66,7DA,2
2012-03-01T19:00:00-00:00,2012-03-01T20:00:00-00:00,7,2012-03-01,12,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,12340.52,7DA,2
2012-03-01T20:00:00-00:00,2012-03-01T21:00:00-00:00,7,2012-03-01,13,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,12118.25,7DA,2
2012-03-01T16:00:00-00:00,2012-03-01T17:00:00-00:00,7,2012-03-01,9,0,7DA,PGE-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,12424.83,7DA,2
