INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2014-02-01T23:00:00-00:00,2014-02-02T00:00:00-00:00,7,2014-02-01,16,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22089.02,7DA,1
2014-02-01T21:00:00-00:00,2014-02-01T22:00:00-00:00,7,2014-02-01,14,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22480.58,7DA,1
2014-02-01T18:00:00-00:00,2014-02-01T19:00:00-00:00,7,2014-02-01,11,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,23483.56,7DA,1
2014-02-02T00:00:00-00:00,2014-02-02T01:00:00-00:00,7,2014-02-01,17,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22537.76,7DA,1
2014-02-01T11:00:00-00:00,2014-02-01T12:00:00-00:00,7,2014-02-01,4,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,19775.62,7DA,1
2014-02-01T15:00:00-00:00,2014-02-01T16:00:00-00:00,7,2014-02-01,8,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21943.9,7DA,1
2014-02-01T22:00:00-00:00,2014-02-01T23:00:00-00:00,7,2014-02-01,15,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22184.54,7DA,1
2014-02-02T03:00:00-00:00,2014-02-02T04:00:00-00:00,7,2014-02-01,20,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26627.17,7DA,1
2014-02-02T04:00:00-00:00,2014-02-02T05:00:00-00:00,7,2014-02-01,21,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26075.89,7DA,1
2014-02-02T07:00:00-00:00,2014-02-02T08:00:00-00:00,7,2014-02-01,24,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22462.55,7DA,1
