INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2013-07-01T15:00:00-00:00,2013-07-01T16:00:00-00:00,7,2013-07-01,9,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,30912.52,7DA,1
2013-07-01T12:00:00-00:00,2013-07-01T13:00:00-00:00,7,2013-07-01,6,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,24963.05,7DA,1
2013-07-02T03:00:00-00:00,2013-07-02T04:00:00-00:00,7,2013-07-01,21,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,38761.24,7DA,1
2013-07-01T11:00:00-00:00,2013-07-01T12:00:00-00:00,7,2013-07-01,5,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,24048.02,7DA,1
2013-07-01T17:00:00-00:00,2013-07-01T18:00:00-00:00,7,2013-07-01,11,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,35399.82,7DA,1
2013-07-01T22:00:00-00:00,2013-07-01T23:00:00-00:00,7,2013-07-01,16,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,43283.01,7DA,1
2013-07-02T05:00:00-00:00,2013-07-02T06:00:00-00:00,7,2013-07-01,23,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,34220.06,7DA,1
2013-07-01T14:00:00-00:00,2013-07-01T15:00:00-00:00,7,2013-07-01,8,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,28597.35,7DA,1
2013-07-01T19:00:00-00:00,2013-07-01T20:00:00-00:00,7,2013-07-01,13,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,38558.38,7DA,1
2013-07-02T04:00:00-00:00,2013-07-02T05:00:00-00:00,7,2013-07-01,22,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,37544.51,7DA,1
