INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2012-02-01T21:00:00-00:00,2012-02-01T22:00:00-00:00,7,2012-02-01,14,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26841.03,7DA,1
2012-02-02T02:00:00-00:00,2012-02-02T03:00:00-00:00,7,2012-02-01,19,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,30049.41,7DA,1
2012-02-02T03:00:00-00:00,2012-02-02T04:00:00-00:00,7,2012-02-01,20,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,29633.73,7DA,1
2012-02-01T18:00:00-00:00,2012-02-01T19:00:00-00:00,7,2012-02-01,11,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27464.86,7DA,1
2012-02-01T22:00:00-00:00,2012-02-01T23:00:00-00:00,7,2012-02-01,15,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26599.51,7DA,1
2012-02-01T09:00:00-00:00,2012-02-01T10:00:00-00:00,7,2012-02-01,2,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20840.66,7DA,1
2012-02-01T11:00:00-00:00,2012-02-01T12:00:00-00:00,7,2012-02-01,4,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20384.66,7DA,1
2012-02-01T14:00:00-00:00,2012-02-01T15:00:00-00:00,7,2012-02-01,7,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,25796.33,7DA,1
2012-02-02T05:00:00-00:00,2012-02-02T06:00:00-00:00,7,2012-02-01,22,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27177.45,7DA,1
2012-02-02T04:00:00-00:00,2012-02-02T05:00:00-00:00,7,2012-02-01,21,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,28792.31,7DA,1
2012-02-01T08:00:00-00:00,2012-02-01T09:00:00-00:00,7,2012-02-01,1,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21597.99,7DA,1
2012-02-01T13:00:00-00:00,2012-02-01T14:00:00-00:00,7,2012-02-01,6,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22843.06,7DA,1
2012-02-02T07:00:00-00:00,2012-02-02T08:00:00-00:00,7,2012-02-01,24,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,22659.81,7DA,1
2012-02-01T16:00:00-00:00,2012-02-01T17:00:00-00:00,7,2012-02-01,9,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27317.6,7DA,1
2012-02-02T00:00:00-00:00,2012-02-02T01:00:00-00:00,7,2012-02-01,17,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,26471.24,7DA,1
2012-02-02T06:00:00-00:00,2012-02-02T07:00:00-00:00,7,2012-02-01,23,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,24832.35,7DA,1
2012-02-01T10:00:00-00:00,2012-02-01T11:00:00-00:00,7,2012-02-01,3,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,20437.98,7DA,1
2012-02-01T12:00:00-00:00,2012-02-01T13:00:00-00:00,7,2012-02-01,5,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,21016.15,7DA,1
2012-02-01T20:00:00-00:00,2012-02-01T21:00:00-00:00,7,2012-02-01,13,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27001.51,7DA,1
2012-02-01T15:00:00-00:00,2012-02-01T16:00:00-00:00,7,2012-02-01,8,0,7DA,CA ISO-TAC,Demand Forecast 7-Day Ahead,SYS_FCST_7DA_MW,0,27075.87,7DA,1
