DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24
7/4/2014,RTO,80199.825,75476.821,72177.587,69975.358,68967.947,69104.929,68804.55,70514.904,74371.613,78718.541,82786.472,85838.526,87504.041,88193.072,88687.685,89321.781,90071.117,90323.506,88717.297,85228.416,81162.428,79334.528,76653.818,72940.255
7/5/2014,RTO,68134.43,64152.112,61561.292,60156.717,59489.656,59587.412,59763.064,62999.953,68425.106,73736.477,78321.172,81877.623,84337.124,86159.668,88506.491,90998.311,93459.87,95040.781,94278.285,91271.429,87839.443,86727.508,82631.183,76850.571
7/6/2014,RTO,71252.541,66984.966,64129.563,62397.886,61419.903,61124.434,60855.495,63625.87,68868.735,74430.418,80022.745,85273.468,90095.222,93773.214,97169.771,100794.078,103994.277,105871.662,105785.241,103556.573,101358.86,101101.728,96712.404,89617.089
7/7/2014,RTO,83038.579,78472.78,75451.143,73886.811,74269.315,77611.576,82988.217,90442.228,98159.169,105301.276,112613.084,118948.109,124146.439,128142.107,131275.221,133463.695,134797.307,135089.46,133234.589,129195.556,125221.749,121740.081,113632.692,103743.983
7/8/2014,RTO,95034.054,88752.466,84460.635,81937.887,81705.648,84522.672,90207.602,97787.923,104380.965,110729.672,116874.673,122712.232,127210.832,130970.5,133349.367,134721.04,135539.129,135055.072,131668.716,124987.538,119146.008,114264.392,106617.504,97196.686
7/9/2014,RTO,88922.409,83408.141,79519.958,77585.465,77433.516,80145.204,84961.841,91782.124,98105.495,103888.511,109412.35,114148.818,117870.964,121308.466,123866.126,125542.602,125811.85,123915.788,120185.183,116019.365,112216.433,109828.902,102974.84,93831.376
7/10/2014,RTO,85897.374,80503.971,77007.296,75111.539,75071.049,77940.519,82695.985,89047.566,94980.024,100006.026,105007.24,109218.217,112672.974,116020.875,118030.431,119361.296,120171.382,120112.376,117165.252,112784.011,108863.62,106430.008,99485.605,90565.994
7/11/2014,RTO,83098.54,77827.967,74421.201,72656.881,72690.042,75489.369,79629.488,86202.089,92732.091,98697.676,104600.234,109504.139,113376.569,117107.772,119789.004,121854.572,123082.16,122700.654,119448.165,114675.248,110270.271,107781.885,101321.334,92977.902
7/12/2014,RTO,85318.421,79581.131,75746.199,73326.121,72209.88,72425.06,73080.024,77666.4,84938.694,92740.046,100259.868,106344.954,110677.367,113787.554,115848.698,117420.216,118506.154,118522.09,116270.948,112085.617,109108.643,107625.702,102403.3,95288.931
7/13/2014,RTO,88201.152,82521.85,78800.092,76289.018,74944.426,74676.484,74495.468,77664.552,84579.726,91837.529,98712.715,105133.52,110954.789,115435.618,118470.653,120603.086,122620.453,123430.485,122417.194,119200.046,116625.804,114409.461,107193.308,98324.837
7/14/2014,RTO,90378.863,84547.866,81321.534,79485.796,79698.346,83304.611,88868.873,95661.099,101558.634,107157.932,113030.368,118035.669,122274.21,125947.085,128873.722,130658.492,130854.935,128823.816,125237.48,120604.806,115805.849,112355.096,104885.891,96212.518
7/15/2014,RTO,88571.401,83424.368,80237.056,78354.784,78675.396,82002.633,87002.621,93334.528,98984.212,104220.678,109091.179,113136.803,116122.805,118299.268,118320.962,117306.505,116527.741,114797.451,111287.476,107583.48,104700.439,102344.777,95845.721,87737.222
7/16/2014,RTO,81006.076,76537.94,73855.807,72296.466,72713.046,75864.775,80757.743,85957.149,90434.455,94313.459,97573.849,100182.347,102085.031,104175.113,105888.532,106932.123,107683.226,107301.288,104919.788,101499.428,98420.358,97439.506,91430.83,83405.836
7/17/2014,RTO,76497.593,72115.686,69406.45,68225.526,68565.427,71554.741,76106.62,82167.092,87405.6,91895.994,96114.088,99404.519,101946.508,104231.48,106097.323,107343.182,108508.221,108618.374,106691.568,103057.637,99870.253,98543.245,91888.497,83641.006
7/18/2014,RTO,76823.261,72345.235,69446.988,68033.792,68380.276,71053.381,75395.203,80917.751,86603.992,91475.794,95873.386,99502.332,102271.182,104704.947,106352.985,107266.065,107759.822,106804.892,103728.686,99753.94,97664.966,96400.491,91001.21,83977.617
7/19/2014,RTO,77684.659,73242.222,70156.729,68557.249,67785.7,68459.102,69784.667,72327.779,77317.381,82292.54,86519.577,89662.983,91725.723,92775.766,93425.801,93935.108,94618.739,94414.456,93118.429,91166.348,90496.442,90223.324,86419.827,80784.569
7/20/2014,RTO,75339.002,71178.943,68431.463,66736.932,65889.508,66048.825,66131.186,68236.143,73178.368,78935.466,84247.602,88975.68,92914.674,95957.237,97942.15,99712.542,101656.663,103044.402,102725.199,100931.898,99701.6,99171.143,93900.247,86855.706
7/21/2014,RTO,80329.212,75750.92,72894.856,71495.566,72132.955,75731.371,81215.165,87442.559,93792.738,99686.046,105686.449,110768.672,115317.98,119597.817,122687.417,124916.521,126423.729,126693.358,124960.538,121179.003,117637.73,114986.696,107064.37,97350.347
7/22/2014,RTO,88972.142,82929.267,79360.34,76973.607,77012.08,80234.785,85504.602,92154.476,99497.818,106492.422,114028.242,120560.349,125689.636,130672.431,134026.988,136095.648,137832.284,138196.627,136467.237,132360.037,128281.988,124935.763,116238.076,105857.532
7/23/2014,RTO,96744.162,89922.821,85280.834,82313.984,81706.327,84558.682,89676.498,96067.543,102214.634,108621.825,115151.204,121100.745,125801.546,128913.481,130589.883,132123.413,133089.648,131787.168,127651.914,122414.051,117771.119,113592.826,105402.359,96319.024
7/24/2014,RTO,88241.405,83073.338,79557.475,77320.684,77388.106,80199.111,84965.095,89954.501,94640.875,98177.593,101351.956,103853.654,105592.129,107595.154,108916.095,109992.847,110446.266,110020.479,107372.632,103833.401,101044.273,99571.77,93007.63,84862.197
7/25/2014,RTO,77998.941,73414.526,70404.918,68774.523,68678.016,71569.317,75778.347,81280.224,86721.503,91269.089,95663.929,98843.573,101588.371,104323.751,106413.462,108363.941,110169.774,110187.618,107554.057,103431.407,100041.686,98612.903,92462.13,85010.22
7/26/2014,RTO,78519.941,73822.891,70939.747,69111.176,68374.938,69039.123,70104.068,73245.404,79171.821,85410.499,90911.671,95509.926,99503.413,102790.316,105947.859,108223.776,110153.97,110684.12,109136.814,106091.34,104050.077,102726.514,97655.783,90912.805
7/27/2014,RTO,84499.538,79726.494,76259.55,74112.599,72799.584,72854.172,72805.807,75034.436,80577.216,87052.126,93281.051,99047.508,103878.304,107657.538,110185.674,111820.445,113095.021,113277.446,112099.867,109295.46,107061.234,104642.113,98603.277,90848.269
7/28/2014,RTO,83680.714,78923.858,75920.613,74376.669,74618.923,77882.868,83291.762,88995.726,95040.325,99596.614,103162.233,105881.473,107834.026,109301.376,109892.313,110036.781,110030.051,109239.679,106306.75,101860.185,99333.901,97598.269,90720.638,82878.827
7/29/2014,RTO,76476.729,71875.463,69139.682,67710.711,67929.342,71229.029,75909.233,80773.364,84953.452,88544.907,92030.652,94759.36,96587.244,98498.303,99551.127,100266.186,100519.093,99966.022,97910.782,94973.98,94138.475,92986.338,87074.317,79874.567
7/30/2014,RTO,73576.941,69653.012,67143.695,65934.498,66475.161,69698.954,74679.718,79385.669,83996.258,88040.948,91868.485,95107.077,97740.06,100402.378,102351.63,103829.343,104946.536,104922.325,103066.674,99628.532,97928.029,96507.452,89873.26,82221.543
7/31/2014,RTO,75774.259,71675.687,68921.762,67680.393,68083.306,71410.702,76439.475,81633.298,86774.745,91690.92,96710.437,101252.33,105042.755,108856.83,111656.658,113593.022,115022.838,115274.56,113086.49,109262.678,107173.959,105644.251,98585.977,90101.897
8/1/2014,RTO,82771.854,77723.885,74507.557,72814.464,72783.677,76003.617,81110.885,86246.332,91624.15,96654.562,101807.594,106124.218,109305.487,111561.842,112041.077,111091.799,109932.331,108696.864,105718.352,102221.948,100458.817,99031.856,93411.198,85862.442
8/2/2014,RTO,79286.792,74488.396,71275.419,69278.407,68376.485,69107.867,70358.335,72690.516,77867.125,83458.987,88488.046,91931.172,94144.949,95164.78,95969.463,96551.429,97105.21,97491.038,96113.676,93803.314,92925.966,91928.976,87527.982,81453.944
8/3/2014,RTO,75704.604,71585.932,68756.583,66932.871,66123.901,66126.141,66626.076,68317.095,73310.159,78854.225,83780.602,88049.926,91674.72,94785.829,96534.786,98768.848,101172.271,102846.987,102486.402,100640.849,99267.812,98219.966,92071.486,84825.501
8/4/2014,RTO,78622.339,74072.444,71437.394,70269.965,70982.409,74552.984,80085.507,85522.5,91770.733,97514.486,103560.589,108806.62,113383.243,117264.11,120569.726,122976.317,124547.061,124838.021,122201.595,117288.998,113848.499,110508.675,101913.76,92231.955
8/5/2014,RTO,84299.118,79060.776,75573.562,73684.677,73656.174,77064.009,82380.654,87863.122,93829.39,99804.3,105722.371,111479.025,116254.502,120098.447,123200.576,125059.003,126186.665,125620.147,122292.445,117257.455,114675.726,111245.01,102914.267,93746.368
8/6/2014,RTO,85518.696,80014.55,76519.227,74625.26,74487.077,77580.069,82893.218,88140.357,93289.083,98329.176,103239.024,107345.55,110567.334,113330.9,115561.783,117270.26,118735.539,118364.122,115307.981,110328.939,108002.999,105342.071,97705.329,89084.97
8/7/2014,RTO,81672.233,76805.432,73515.426,71578.54,71661.074,74980.821,79926.287,84974.026,90415.551,95444.285,100163.927,104452.703,108186.486,111606.288,114134.294,115960.198,116867.628,116209.595,112965.916,108087.119,105929.141,103108.461,95449.603,86896.046
8/8/2014,RTO,79767.397,74706.753,71604.412,69835.95,70054.927,72939.082,77881.666,82749.142,87877.369,92539.979,96971.611,100928.481,104196.074,107126.016,109306.099,110813.814,111778.123,111198.834,108065.257,103742.893,101501.579,99334.249,92975.999,85370.969
8/9/2014,RTO,78590.39,73977.822,70863.073,68718.449,67850.103,68295.504,69298.466,71912.768,77749.452,84092.786,89866.423,94563.563,97994.408,100820.4,102618.387,104199.607,105498.611,105660.431,104015.394,100792.701,98876.162,97002.432,91306.212,84458.716
8/10/2014,RTO,78293.619,73635.547,70377.724,68081.454,67026.043,66987.246,66864.568,69091.108,74957.685,81682.384,88164.19,94168.664,99170.12,103306.586,106157.199,108442.023,110362.545,110973.095,109703.866,106301.381,105275.379,103458.247,96658.536,89152.812
8/11/2014,RTO,82347.574,77650.783,74610.903,73176.641,73553.222,77125.211,83010.275,88823.465,94688.396,99737.116,104542.47,108402.167,111663.739,114241.604,115671.919,116118.143,116265.741,115053.933,112303.032,109249.689,108452.076,105626.627,98461.335,90327.15
8/12/2014,RTO,83491.946,78820.122,76082.433,74727.779,75316.694,78988.437,85738.255,90860.604,94830.896,98693.489,102105.694,104830.317,106789.482,107919.306,108346.468,108274.507,108069.495,107356.288,105315.64,103002.386,102826.495,100824.562,94003.524,86318.572
8/13/2014,RTO,80178.905,75945.747,73302.768,71990.28,72005.306,75533.124,81534.19,86326.306,91141.701,95467.181,99379.158,102168.563,104945.503,107694.844,109627.87,111075.429,112323.712,112086.772,109304.338,104849.773,102876.637,100515.808,93105.526,84661.318
8/14/2014,RTO,77689.338,72996.525,70170.686,68583.172,68684.239,71978.066,77225.164,81946.967,86420.277,90395.291,93876.409,96686.368,99119.068,101586.159,103338.221,104397.035,105479.17,105402.407,102927.753,99044.792,98023.663,95578.922,88642.635,80922.254
8/15/2014,RTO,74493.296,70398.275,67726.353,66451.842,66672.701,69813.152,74812.148,78893.188,83553.812,87339.466,90620.849,93013.953,95109.741,97011.683,98444.771,99527.373,100155.978,99693.135,97087.184,93764.98,92945.299,90677.354,85126.187,78257.605
8/16/2014,RTO,72308.006,68200.573,65609.451,64205.479,63683.915,64459.665,65864.289,68202.42,73225.65,78594.294,82821.982,86161.262,88632.183,90815.525,92656.964,94339.197,96156.115,97096.748,96111.02,93313.685,92953.468,91207.66,85997.751,80144.913
8/17/2014,RTO,74756.17,70791.848,68026.646,66346.381,65629.092,65949.53,66658.108,68453.378,73306.671,78420.177,83261.065,87270.952,91078.402,93837.651,96250.993,98674.334,100718.166,102037.684,101134.058,98719.738,99205.891,97107.612,90849.954,83736.042
8/18/2014,RTO,77623.693,73563.032,70954.223,69891.647,70457.658,74423.26,80868.949,86164.708,90904.278,95240.686,99837.459,103932.601,107854.834,111814.299,114624.255,116221.99,117507.278,117790.029,115816.132,112358.616,111518.603,107967.935,99858.268,91022.44
8/19/2014,RTO,83630.912,78883.916,75586.011,73988.861,74337.436,77851.498,84373.548,89567.432,94556.723,99802.924,105186.699,110357.046,114728.073,118329.33,121136.813,123697.451,125497.53,126046.146,123173.427,119055.782,117663.113,113461.473,104042.578,94930.802
8/20/2014,RTO,87285.502,81742.891,78138.311,76050.03,75950.114,79526.09,86417.63,91400.564,96262.692,101410.21,107125.611,112346.642,117410.591,121957.369,125148.538,126615.994,127254.159,126103.85,122699.619,118693.066,116922.421,112729.558,103854.393,94745.097
8/21/2014,RTO,87144.927,81945.341,78508.365,76518.778,76555.91,80256.618,87166.739,92561.549,98103.195,103007.818,108240.049,113054.875,116926.404,120260.084,122027.943,122275.952,121524.603,120384.202,117617.308,114976.688,114846.508,111420.497,103486.048,95316.996
8/22/2014,RTO,87743.254,82710.395,79487.377,77645.02,77917.249,81643.887,88278.81,93588.938,98593.022,103454.124,107825.344,111030.231,113605.179,116443.866,118307.428,119445.262,120182.31,119759.466,116800.562,112966.557,111948.054,108616.282,101887.851,93863.904
8/23/2014,RTO,86648.852,81490.738,77750.563,75376.699,74291.698,74754.199,76939.022,79573.903,85301.03,91466.255,96742.117,100537.361,103248.565,104500.355,104649.93,103980.145,103709.553,102675.132,100888.452,98709.077,98681.762,96263.591,90928.303,84460.629
8/24/2014,RTO,78649.51,74233.768,71217.375,69281.28,68272.31,68320.057,69157.328,70928.368,76450.684,82554.181,88198.104,93265.904,97820.098,101249.841,103837.646,106171.102,108259.251,109582.28,108632.605,105833.005,105788.756,102481.925,95369.034,87394.777
8/25/2014,RTO,81059.985,76477.813,73789.072,72580.805,73156.584,77265.388,84243.402,89638.348,94874.192,100507.727,106203.147,111317.587,115730.173,118960.994,120766.185,122064.466,123047.743,122925.203,120210.421,116128.743,115042.891,109809.656,100618.202,91125.616
8/26/2014,RTO,83314.279,78245.578,75176.314,73321.946,73728.707,77342.779,84627.472,89595.616,94875.643,100610.526,106741.039,111992.109,116151.914,120357.37,123551.498,126213.529,128854.808,129376.954,126554.899,121726.161,119949.417,113860.808,103676.35,93628.008
8/27/2014,RTO,85592.377,80261.439,76665.497,74885.399,74957.358,78720.331,86105.551,91163.412,96437.929,102238.233,108156.92,113949.292,119231.02,124517.743,128717.224,131770.081,133420.796,132827.581,129167.286,124020.058,122681.925,116572.695,106379.801,96495.463
8/28/2014,RTO,88620.531,83318.475,79832.378,77544.284,77507.554,80947.493,87761.214,92281.107,96401.133,100839.956,105205.334,108643.289,111805.547,114660.825,116995.303,118625.793,119862.668,118986.695,114947.553,110169.52,109286.389,104315.779,95530.745,86700.2
8/29/2014,RTO,79583.988,75040.246,72136.184,70496.398,70585.329,73692.583,80146.909,84569.809,89037.2,93165.097,97452.543,101165.892,104839.547,108422.506,111436.189,113749.387,115732.756,115640.053,111816.964,106879.192,105399.244,101189.154,94695.103,86925.031
8/30/2014,RTO,80131.419,75460.426,72231.456,70178.572,69405.609,69862.468,71462.966,73613.46,79170.912,85404.764,91312.232,96159.014,100100.5,103793.288,106389.185,108097.03,109355.874,109288.087,107286.034,105020.083,104726.883,101684.103,95899.944,89421.007
8/31/2014,RTO,83353.712,79040.542,75636.54,73386.245,72199.586,72361.163,73741.862,75683.23,81187.709,88288.621,95258.478,101533.455,106600.69,110206.126,112809.307,114359.606,114631.799,113824.613,111093.048,107972.592,106801.401,103520.9,97942.145,91014.943
9/1/2014,RTO,84919.986,80145.181,77067.377,75126.16,74483.054,75477.174,77360.877,78928.07,84305.597,92258.185,100260.253,107044.715,112566.332,116783.876,119811.619,122187.931,123280.278,124020.472,121811.607,119313.274,119125.77,113970.79,105466.748,96767.263
9/2/2014,RTO,89252.771,84361.277,80986.025,79396.546,79767.887,84422.603,93082.512,98898.2,104318.646,110564.599,117321.821,123138.857,127909.923,131700.311,133638.033,134425.233,134449.739,133361.024,130433.54,126722.437,124376.652,117943.124,107866.327,97814.072
9/3/2014,RTO,89785.821,84438.624,81014.062,78722.809,78897.614,82515.378,90215.061,94990.614,98712.586,102929.025,107966.094,112732.953,116769.342,120656.458,124231.127,126998.967,128764.163,128297.84,125384.427,121398.187,119822.663,113564.055,103651.222,93696.149
9/4/2014,RTO,85867.221,80728.22,77392.618,75460.125,75690.627,79725.099,88024.992,93336.825,97662.298,103077.997,109561.333,114796.618,119729.974,123938.577,127075.224,129279.892,131428.692,131566.581,128449.93,125037.304,124400.384,118545.271,109139.054,99502.932
