DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,,MAX,HOUR,DATE,,MIN,HOUR,DATE
6/1/2014,RTO,69370.094,65150.491,62648.931,60917.394,60201.306,60170.846,60019.446,63118.97,68539.632,73509.675,77530.238,81071.193,84092.338,87017.949,89235.583,91595.147,94187.812,96421.842,96830.589,95053.555,93954.298,93447.525,87913.659,80714.306,,,96830.589,19,6/1/2014,,60019.446,7,6/1/2014
6/2/2014,RTO,74407.89,70447.089,68301.224,67320.431,68005.41,71560.163,78442.804,85320.24,89834.817,93603.106,96971.065,99364.671,101765.194,103599.771,105545.472,107722.485,109698.877,110371.295,108899.331,105959.892,104150.639,102887.976,95589.647,86551.397,,,110371.295,18,6/2/2014,,67320.431,4,6/2/2014
6/3/2014,RTO,79635.075,74916.875,72193.276,70748.648,71071.674,74623.474,84063.753,88021.281,92877.053,97657.743,102742.646,106983.468,110804.632,114260.513,115685.567,117268.038,118761.162,118720.537,116541.927,113303.379,110161.606,107743.245,99620.93,89524.591,,,118761.162,17,6/3/2014,,70748.648,4,6/3/2014
6/4/2014,RTO,81304.146,76155.337,72668.255,71078.942,71201.468,74419.303,80851.624,87702.571,92620.451,96580.656,100453.489,103361.667,105476.029,107262.208,108364.185,109097.488,109327.126,108221.102,105618.528,102709.7,101782.488,99290.39,92110.435,84059.59,,,109327.126,17,6/4/2014,,71078.942,4,6/4/2014
6/5/2014,RTO,77707.668,73467.436,70814.49,69448.507,69804.396,73362.148,79210.119,85072.139,88601.728,91466.585,94007.3,95927.911,97135.283,98459.536,99327.411,100511.674,101446.031,101518.942,99894.729,97042.341,94943.545,94169.866,87991.097,80016.237,,,101518.942,18,6/5/2014,,69448.507,4,6/5/2014
6/6/2014,RTO,73082.183,69057.892,66441.262,65168.609,65715.621,68724.236,74268.38,80519.144,84858.293,88414.766,91253.299,93536.06,95114.203,97269.868,98625.978,100086.193,101530.443,101646.075,99661.264,96338.544,93060.639,91527.355,86208.267,78713.693,,,101646.075,18,6/6/2014,,65168.609,4,6/6/2014
6/7/2014,RTO,72238.393,67897.889,64926.47,63257.621,62803.821,63249.638,64211.981,68694.071,74391.433,79501.98,83974.66,86894.418,89349.775,91447.262,93449.5,95724.404,97685.648,98691.801,97382.891,94444.187,91845.605,91081.726,86029.2,79204.947,,,98691.801,18,6/7/2014,,62803.821,5,6/7/2014
6/8/2014,RTO,72788.518,68153.683,65338.44,63340.979,62525.393,62236.748,62515.053,65266.183,70977.648,76823.596,81827.593,85668.575,88688.577,90618.483,91878.554,92801.276,93515.114,93718.679,92509.474,90815.103,90497.778,90174.641,85256.829,78665.435,,,93718.679,18,6/8/2014,,62236.748,6,6/8/2014
6/9/2014,RTO,73083.752,69571.674,67386.57,66694.645,67443.457,71468.33,77663.428,84270.015,89310.301,93041.01,96843.768,99442.718,101490.64,103624.077,104742.514,105744.118,106483.026,106249.09,104681.424,102030.418,100913.445,99816.272,93173.853,84970.137,,,106483.026,17,6/9/2014,,66694.645,4,6/9/2014
6/10/2014,RTO,78277.227,74239.703,71714.599,70417.068,71126.672,74897.549,81325.962,87419.103,91968.565,95537.351,99411.15,102600.709,105199.44,107584.311,109551.59,110810.414,111627.354,111205.005,108916.798,106483.463,104995.496,103429.298,96173.355,87736.473,,,111627.354,17,6/10/2014,,70417.068,4,6/10/2014
6/11/2014,RTO,80544.956,76088.111,73317.365,71907.708,72366.103,75899.103,82018.24,88113,92361.556,95600.849,99062.855,101830.579,103837.29,105869.232,106787.409,107081.735,106860.831,105515.61,102548.416,99846.867,98576.429,96916.289,90761.713,83350.285,,,107081.735,16,6/11/2014,,71907.708,4,6/11/2014
6/12/2014,RTO,76867.194,72847.445,70490.466,69370.594,69946.308,73664.119,80104.91,86190.013,90545.895,93924.351,97180.952,99375.444,101090.604,102992.764,104095.037,104242.341,104106.064,103865.406,102138.611,100104.614,99219.77,98331.849,92686.601,84966.585,,,104242.341,16,6/12/2014,,69370.594,4,6/12/2014
6/13/2014,RTO,78632.838,74378.788,71814.057,70529.879,70914.975,74514.354,79907.898,86798.532,91767.547,95927.173,100426.11,102859.086,104973.625,106598.803,107044.879,106680.473,106403.23,104713.951,101467.243,97687.687,94860.45,93252.993,88224.719,81350.134,,,107044.879,15,6/13/2014,,70529.879,4,6/13/2014
6/14/2014,RTO,74617.24,70147.837,67249.579,65334.51,64656.715,65085.08,65864.76,69942.9,75426.441,80058.166,83187.027,84795.215,85805.082,86466.285,86874.665,87683.269,88559.26,89120.303,88130.608,85863.987,83862.776,83544.09,79806.245,73887.385,,,89120.303,18,6/14/2014,,64656.715,5,6/14/2014
6/15/2014,RTO,68509.383,64579.514,62221.615,60763.572,60121.507,59910.956,59839.959,63024.071,68050.26,72970.537,76466.421,79691.704,82334.145,85243.738,88176.425,91558.28,95082.628,97886.504,98298.806,97253.129,95875.53,95781.644,91197.638,83887.689,,,98298.806,19,6/15/2014,,59839.959,7,6/15/2014
6/16/2014,RTO,76963.273,72445.697,69737.761,68195.679,68997.905,72269.888,77966.439,85671.786,92967.563,99767.983,106541.623,112501.221,117257.306,121372.912,124280.489,126468.241,128272.32,128959.171,126951.781,122609.244,119147.986,116552.867,108850.54,98752.556,,,128959.171,18,6/16/2014,,68195.679,4,6/16/2014
6/17/2014,RTO,90785.145,85138.089,81489.946,79448.651,79411.777,82201.629,88225.125,95906.737,103136.134,110462.804,117463.588,124296.432,129516.484,133964.613,136996.403,139257.201,140997.936,141332.491,139012.431,135391.231,131198.325,128556.25,120117.462,109495.4,,,141332.491,18,6/17/2014,,79411.777,5,6/17/2014
6/18/2014,RTO,100731.569,94579.856,90345.999,87656.608,86890.695,89481.079,94817.042,102564.147,109692.821,116616.799,123405.509,128655.503,131963.853,134228.571,136200.854,138321.199,139492.814,139048.349,136269.537,131394.218,126597.499,122575.512,113227.943,102589.851,,,139492.814,17,6/18/2014,,86890.695,5,6/18/2014
6/19/2014,RTO,93744.556,87669.653,83769.549,81235.8,80850.902,83929.193,89224.158,95721.304,101246.715,105879.788,109860.3,113053.132,115655.752,118181.883,119334.805,119708.192,119038.038,117047.408,114023.634,110337.892,107269.252,106025.372,99528.982,90889.605,,,119708.192,16,6/19/2014,,80850.902,5,6/19/2014
6/20/2014,RTO,83317.449,78348.77,75010.513,73343.394,73296.375,75721.191,80595.617,86836.499,92275.244,97195.355,101911.122,105794.077,109229.488,112395.963,114419.93,115409.978,116022.4,114954.751,111714.31,106870.508,102955.068,100611.27,94930.361,87077.154,,,116022.4,17,6/20/2014,,73296.375,5,6/20/2014
6/21/2014,RTO,80171.762,75292.787,72155.653,70270.284,69414.539,69725.433,70970.924,74248.021,78907.449,83679.629,87635.63,90580.35,93115.772,95215.667,97090.423,98379.108,99413.963,99409.889,97555.392,94920.474,92478.496,91908.764,87730.077,81396.937,,,99413.963,17,6/21/2014,,69414.539,5,6/21/2014
6/22/2014,RTO,75317.142,70939.618,68097.214,66116.912,65205.107,64891.348,64871.771,67761.341,72745.972,78094.466,82962.053,87723.636,91709.148,95257.189,98066.762,100457.467,102509.569,104029.365,103269.259,100729.844,98089.308,97524.071,92044.19,84644.596,,,104029.365,18,6/22/2014,,64871.771,7,6/22/2014
6/23/2014,RTO,77860.808,73306.682,70853.62,69367.133,70020.955,73261.969,78724.401,86422.954,93309.487,99075.487,104790.961,109755.038,114131.029,117780.172,120143.488,121907.851,122763.192,122417.15,119676.964,115188.126,111050.409,108862.105,101437.899,92269.637,,,122763.192,17,6/23/2014,,69367.133,4,6/23/2014
6/24/2014,RTO,84454.571,79131.543,75683.888,73911.161,74115.062,77227.303,82704.499,89999.318,96345.391,102007.192,107679.33,113001.545,117343.23,121623.999,124647.112,127114.331,128666.821,128169.688,124836.716,119517.879,115385.729,112622.302,105032.429,95896.451,,,128666.821,17,6/24/2014,,73911.161,4,6/24/2014
6/25/2014,RTO,88010.485,82733.228,79264.34,77554.044,77828.902,81059.553,86661.611,93333.151,99038.268,104293.154,109779.242,115213.299,119876.439,123587.785,125282.023,127730.795,127536.701,126434.853,123133.95,118897.11,115270.57,112593.078,105148.289,95783.007,,,127730.795,16,6/25/2014,,77554.044,4,6/25/2014
6/26/2014,RTO,87810.587,82514.456,79019.398,77049.594,76856.614,79697.471,85097.938,92314.73,98571.071,103980.431,109052.022,113417.76,116686.47,119965.203,122439.254,124498.446,126318.34,126666.406,124631.231,119933.44,115137.714,112518.33,105313.519,95630.54,,,126666.406,18,6/26/2014,,76856.614,5,6/26/2014
6/27/2014,RTO,87072.501,81029.868,77326.614,75421.041,75249.195,77655.923,82369.295,89212.605,95949.445,102932.031,109277.071,114521.746,118875.247,122223.243,124561.55,126181.3,127122.911,126680.686,123325.648,118306.798,113292.505,110732.841,104280.614,95271.162,,,127122.911,17,6/27/2014,,75249.195,5,6/27/2014
6/28/2014,RTO,87069.994,80963.467,76864.23,74127.868,72853.936,72544.362,73494.395,78069.992,85400.221,92842.31,99451.113,104469.508,108842.606,111624.086,113688.4,115614.174,116968.277,117073.559,114735.069,110504.475,106288.944,104320.413,99243.514,91438.918,,,117073.559,18,6/28/2014,,72544.362,6,6/28/2014
6/29/2014,RTO,84236.917,78957.063,75234.957,72996.638,71431.519,70615.361,70374.585,73979.124,81130.705,88115.498,94224.107,99846.604,104497.488,107876.083,110430.588,112817.836,114735.617,115331.046,114008.333,110896.11,107858.442,106142.001,100733.221,92605.469,,,115331.046,18,6/29/2014,,70374.585,7,6/29/2014
6/30/2014,RTO,85637.351,80653.606,77300.481,75812.11,76021.198,79094.805,84430.348,91357.153,97578.109,103797.07,110357.95,115878.764,120821.384,125579.193,129347.275,132272.924,134213.444,134485.732,132420.176,128343.266,123041.625,119575.671,110899.494,100417.236,,,134485.732,18,6/30/2014,,75812.11,4,6/30/2014
7/1/2014,RTO,91814.12,85992.441,82167.006,80103.523,79649.341,81906.755,86864.247,94054.965,101888.347,109984.606,116984.859,123359.61,128695.526,132553.983,135524.54,136232.616,138587.544,138697.711,136337.729,132424.558,128118.893,124589.009,116354.789,106273.667,,,138697.711,18,7/1/2014,,79649.341,5,7/1/2014
7/2/2014,RTO,97616.497,91279.021,86857.765,84100.889,83509.207,85852.367,90631.944,98077.908,106112.704,113639.341,121046.12,127218.829,131757.001,134848.695,136564.882,137014.557,136445.421,133727.522,129304.89,124253.788,119582.291,116479.367,108717.092,99008.63,,,137014.557,16,7/2/2014,,83509.207,5,7/2/2014
7/3/2014,RTO,90823.675,84979.814,81325.622,79150.205,78920.094,81569.567,85612.05,91522.154,98790.195,104770.041,110683.239,115700.672,118821.782,121269.898,122421.769,122221.747,120012.553,116941.058,112255.693,106673.254,102455.817,99727.214,94077.572,86740.349,,,122421.769,15,7/3/2014,,78920.094,5,7/3/2014
7/4/2014,RTO,79982.43,75132.396,71931.439,69760.183,68781.673,68863.427,68495.741,70230.352,74102.339,78375.157,82404.445,85543.247,87256.755,88094.884,88669.359,89233.497,89854.86,90218.129,88747.116,85326.471,81370.318,79583.199,76955.918,73343.264,,,90218.129,18,7/4/2014,,68495.741,7,7/4/2014
7/5/2014,RTO,68429.095,64372.117,61817.337,60462.81,59848.578,60034.571,60083.282,63294.499,68699.854,74042.726,78640.524,82186.379,84737.793,86441.343,88670.44,91113.471,93510.096,95039.452,94297.232,91580.366,88019.027,87012.01,82922.282,77179.167,,,95039.452,18,7/5/2014,,59848.578,5,7/5/2014
7/6/2014,RTO,71245.037,66975.747,64121.504,62389.448,61411.224,61115.078,60844.731,63617.832,68861.112,74421.662,80015.012,85265.161,90085.539,93766.908,97161.902,100674.313,103876.686,105846.326,105781.937,103552.695,101354.996,101098.184,96707.131,89610.837,,,105846.326,18,7/6/2014,,60844.731,7,7/6/2014
7/7/2014,RTO,83058.581,78583.172,75626.476,74079.088,74468.983,77873.96,83129.18,90371.421,98011.003,105084.392,112359.529,118732.942,123772.553,127758.033,130851.186,132959.584,134345.197,134636.098,132825.347,129066.193,124742.889,121338.908,113157.616,103148.563,,,134636.098,18,7/7/2014,,74079.088,4,7/7/2014
7/8/2014,RTO,95029.919,88748.248,84457.342,81934.104,81703.753,84519.76,90204.564,97787.069,104380.306,110729.555,116874.871,122712.373,127207.726,130972.33,133349.986,134722.206,135538.6,135054.858,131666.024,124985.927,119142.673,114258.605,106616.643,97194.001,,,135538.6,17,7/8/2014,,81703.753,5,7/8/2014
7/9/2014,RTO,88293.226,82911.567,79106.788,77271.666,77176.418,79885.158,84641.674,91281.432,97434.002,103193.98,108633.145,113310.08,117017.731,120445,122983.977,124680.839,124952.278,123035.973,119609.265,115325.446,111522.798,109117.524,103005.197,93853.967,,,124952.278,17,7/9/2014,,77176.418,5,7/9/2014
7/10/2014,RTO,85913.129,80518.038,77019.235,75114.636,75076.286,77945.891,82706.689,89073.607,95000.681,100024.123,105025.715,109237.08,112688.702,116033.256,118039.953,119372.007,120185.612,120123.439,117167.929,112786.936,108874.255,106444,99501.029,90577.681,,,120185.612,17,7/10/2014,,75076.286,5,7/10/2014
